time_s,power_MW,power_pct,P_electric_MW,T_fuel_C,T_in_C,T_out_C,T_cool_avg_C,P_prim_MPa,P_sec_MPa,D_steam_kg_s,D_turb_kg_s,W_prim_kg_s,level_pzr_m,level_sg_m,reactivity_total_pcm,reactivity_doppler_pcm,reactivity_coolant_pcm,reactivity_rods_pcm
0.00,3200.00,100.00,1185.72,600.00,298.20,328.57,313.39,16.191,7.001,1774.96,1773.43,17600.0,5.700,2.400,0.00,0.00,0.00,0.00
0.05,3201.89,100.06,1185.83,600.00,298.20,328.55,313.37,16.182,7.001,1774.99,1773.60,17600.0,5.696,2.400,0.47,-0.00,0.47,0.00
0.10,3203.75,100.12,1185.93,600.01,298.20,328.53,313.36,16.174,7.002,1775.04,1773.75,17600.0,5.693,2.400,0.88,-0.01,0.89,0.00
0.15,3205.47,100.17,1186.03,600.02,298.20,328.50,313.35,16.167,7.003,1775.09,1773.89,17600.0,5.690,2.400,1.25,-0.03,1.28,0.00
0.20,3207.03,100.22,1186.12,600.03,298.20,328.49,313.34,16.161,7.003,1775.14,1774.02,17600.0,5.688,2.400,1.58,-0.05,1.64,0.00
0.25,3208.44,100.26,1186.20,600.05,298.20,328.47,313.34,16.155,7.004,1775.20,1774.15,17600.0,5.685,2.400,1.86,-0.09,1.95,0.00
0.30,3209.70,100.30,1186.28,600.07,298.21,328.45,313.33,16.150,7.004,1775.24,1774.26,17600.0,5.683,2.400,2.11,-0.13,2.24,0.00
0.35,3210.83,100.34,1186.35,600.09,298.21,328.44,313.32,16.146,7.004,1775.28,1774.37,17600.0,5.681,2.400,2.32,-0.17,2.50,0.00
0.40,3211.83,100.37,1186.41,600.11,298.21,328.42,313.32,16.142,7.005,1775.31,1774.47,17600.0,5.680,2.400,2.50,-0.22,2.72,0.00
0.45,3212.69,100.40,1186.48,600.13,298.21,328.41,313.31,16.139,7.005,1775.34,1774.56,17600.0,5.678,2.400,2.64,-0.28,2.92,0.00
0.50,3213.44,100.42,1186.53,600.15,298.22,328.40,313.31,16.136,7.006,1775.36,1774.64,17600.0,5.677,2.400,2.76,-0.34,3.09,0.00
0.55,3214.07,100.44,1186.58,600.18,298.22,328.39,313.30,16.133,7.006,1775.37,1774.72,17600.0,5.676,2.400,2.85,-0.39,3.24,0.00
0.60,3214.59,100.46,1186.63,600.20,298.22,328.38,313.30,16.131,7.006,1775.38,1774.79,17600.0,5.675,2.400,2.91,-0.46,3.37,0.00
0.65,3215.01,100.47,1186.67,600.22,298.22,328.37,313.30,16.130,7.006,1775.38,1774.85,17600.0,5.675,2.400,2.95,-0.52,3.47,0.00
0.70,3215.34,100.48,1186.71,600.25,298.23,328.37,313.30,16.129,7.007,1775.37,1774.91,17600.0,5.674,2.400,2.97,-0.58,3.55,0.00
0.75,3215.57,100.49,1186.74,600.27,298.23,328.36,313.30,16.128,7.007,1775.36,1774.95,17600.0,5.674,2.400,2.97,-0.64,3.62,0.00
0.80,3215.72,100.49,1186.77,600.30,298.23,328.35,313.29,16.127,7.007,1775.35,1775.00,17600.0,5.673,2.400,2.95,-0.71,3.66,0.00
0.85,3215.78,100.49,1186.79,600.32,298.24,328.35,313.29,16.127,7.007,1775.33,1775.03,17600.0,5.673,2.400,2.92,-0.77,3.69,0.00
0.90,3215.78,100.49,1186.81,600.34,298.24,328.35,313.29,16.127,7.007,1775.31,1775.06,17600.0,5.673,2.400,2.87,-0.83,3.70,0.00
0.95,3215.71,100.49,1186.83,600.36,298.25,328.34,313.29,16.128,7.007,1775.28,1775.08,17600.0,5.673,2.400,2.81,-0.89,3.70,0.00
1.00,3215.57,100.49,1186.84,600.39,298.25,328.34,313.30,16.129,7.007,1775.26,1775.10,17600.0,5.674,2.400,2.74,-0.95,3.69,0.00
1.05,3215.38,100.48,1186.85,600.41,298.25,328.34,313.30,16.129,7.007,1775.23,1775.12,17600.0,5.674,2.400,2.66,-1.00,3.66,0.00
1.10,3215.14,100.47,1186.85,600.43,298.26,328.34,313.30,16.131,7.007,1775.19,1775.12,17600.0,5.674,2.400,2.56,-1.06,3.62,0.00
1.15,3214.85,100.46,1186.86,600.45,298.26,328.34,313.30,16.132,7.007,1775.16,1775.13,17600.0,5.675,2.400,2.47,-1.11,3.57,0.00
1.20,3214.51,100.45,1186.85,600.46,298.26,328.34,313.30,16.133,7.007,1775.12,1775.13,17600.0,5.675,2.400,2.36,-1.16,3.52,0.00
1.25,3214.14,100.44,1186.85,600.48,298.27,328.34,313.30,16.135,7.007,1775.08,1775.12,17600.0,5.676,2.400,2.25,-1.20,3.45,0.00
1.30,3213.74,100.43,1186.85,600.49,298.27,328.34,313.31,16.137,7.007,1775.04,1775.11,17600.0,5.677,2.400,2.13,-1.25,3.38,0.00
1.35,3213.31,100.42,1186.84,600.51,298.28,328.34,313.31,16.139,7.007,1775.00,1775.10,17600.0,5.677,2.400,2.01,-1.29,3.30,0.00
1.40,3212.85,100.40,1186.83,600.52,298.28,328.34,313.31,16.141,7.007,1774.96,1775.09,17600.0,5.678,2.400,1.89,-1.32,3.21,0.00
1.45,3212.37,100.39,1186.82,600.53,298.28,328.34,313.31,16.143,7.007,1774.92,1775.07,17600.0,5.679,2.400,1.76,-1.36,3.12,0.00
1.50,3211.88,100.37,1186.80,600.54,298.29,328.34,313.32,16.145,7.007,1774.87,1775.05,17600.0,5.680,2.400,1.64,-1.39,3.02,0.00
1.55,3211.36,100.36,1186.79,600.55,298.29,328.35,313.32,16.147,7.007,1774.83,1775.03,17600.0,5.680,2.400,1.51,-1.41,2.92,0.00
1.60,3210.84,100.34,1186.77,600.56,298.30,328.35,313.32,16.149,7.007,1774.79,1775.00,17600.0,5.681,2.400,1.38,-1.44,2.82,0.00
1.65,3210.31,100.32,1186.75,600.57,298.30,328.35,313.33,16.152,7.007,1774.75,1774.97,17600.0,5.682,2.400,1.26,-1.46,2.72,0.00
1.70,3209.78,100.31,1186.73,600.57,298.30,328.35,313.33,16.154,7.007,1774.71,1774.95,17600.0,5.683,2.400,1.13,-1.48,2.61,0.00
1.75,3209.24,100.29,1186.71,600.58,298.31,328.36,313.33,16.156,7.007,1774.66,1774.92,17600.0,5.684,2.400,1.01,-1.49,2.50,0.00
1.80,3208.70,100.27,1186.69,600.58,298.31,328.36,313.33,16.159,7.006,1774.62,1774.88,17600.0,5.685,2.400,0.89,-1.50,2.39,0.00
1.85,3208.16,100.25,1186.67,600.58,298.31,328.36,313.34,16.161,7.006,1774.58,1774.85,17600.0,5.686,2.400,0.77,-1.51,2.28,0.00
1.90,3207.62,100.24,1186.65,600.58,298.32,328.37,313.34,16.163,7.006,1774.54,1774.82,17600.0,5.687,2.400,0.65,-1.52,2.17,0.00
1.95,3207.10,100.22,1186.63,600.58,298.32,328.37,313.34,16.166,7.006,1774.51,1774.79,17600.0,5.687,2.400,0.54,-1.52,2.06,0.00
2.00,3206.57,100.21,1186.61,600.58,298.32,328.37,313.35,16.168,7.006,1774.47,1774.75,17600.0,5.688,2.400,0.43,-1.52,1.95,0.00
2.05,3206.06,100.19,1186.58,600.58,298.33,328.38,313.35,16.170,7.006,1774.43,1774.72,17600.0,5.689,2.400,0.32,-1.52,1.84,0.00
2.10,3205.56,100.17,1186.56,600.58,298.33,328.38,313.35,16.173,7.006,1774.40,1774.69,17600.0,5.690,2.400,0.22,-1.51,1.73,0.00
2.15,3205.07,100.16,1186.54,600.58,298.33,328.38,313.36,16.175,7.006,1774.36,1774.65,17600.0,5.691,2.400,0.12,-1.51,1.63,0.00
2.20,3204.59,100.14,1186.51,600.57,298.33,328.39,313.36,16.177,7.005,1774.33,1774.62,17600.0,5.692,2.400,0.03,-1.50,1.52,0.00
2.25,3204.12,100.13,1186.49,600.57,298.34,328.39,313.36,16.179,7.005,1774.30,1774.58,17600.0,5.693,2.400,-0.06,-1.48,1.42,0.00
2.30,3203.67,100.11,1186.47,600.56,298.34,328.39,313.37,16.181,7.005,1774.27,1774.55,17600.0,5.693,2.400,-0.15,-1.47,1.32,0.00
2.35,3203.24,100.10,1186.45,600.55,298.34,328.39,313.37,16.184,7.005,1774.24,1774.52,17600.0,5.694,2.400,-0.23,-1.45,1.22,0.00
2.40,3202.81,100.09,1186.43,600.55,298.34,328.40,313.37,16.186,7.005,1774.22,1774.49,17600.0,5.695,2.400,-0.31,-1.44,1.13,0.00
2.45,3202.41,100.08,1186.41,600.54,298.35,328.40,313.37,16.187,7.005,1774.19,1774.46,17600.0,5.696,2.400,-0.38,-1.42,1.04,0.00
2.50,3202.02,100.06,1186.39,600.53,298.35,328.40,313.38,16.189,7.005,1774.16,1774.42,17600.0,5.696,2.400,-0.45,-1.40,0.95,0.00
2.55,3201.65,100.05,1186.37,600.52,298.35,328.41,313.38,16.191,7.005,1774.14,1774.39,17600.0,5.697,2.400,-0.51,-1.38,0.86,0.00
2.60,3201.30,100.04,1186.35,600.51,298.35,328.41,313.38,16.193,7.004,1774.12,1774.37,17600.0,5.698,2.400,-0.57,-1.35,0.78,0.00
2.65,3200.96,100.03,1186.33,600.50,298.35,328.41,313.38,16.195,7.004,1774.10,1774.34,17600.0,5.698,2.400,-0.63,-1.33,0.70,0.00
2.70,3200.64,100.02,1186.31,600.49,298.35,328.41,313.38,16.196,7.004,1774.08,1774.31,17600.0,5.699,2.400,-0.68,-1.30,0.62,0.00
2.75,3200.34,100.01,1186.29,600.48,298.36,328.42,313.39,16.198,7.004,1774.06,1774.28,17600.0,5.699,2.400,-0.72,-1.27,0.55,0.00
2.80,3200.05,100.00,1186.27,600.47,298.36,328.42,313.39,16.199,7.004,1774.05,1774.26,17600.0,5.700,2.400,-0.77,-1.25,0.48,0.00
2.85,3199.78,99.99,1186.26,600.46,298.36,328.42,313.39,16.201,7.004,1774.03,1774.24,17600.0,5.701,2.400,-0.80,-1.22,0.41,0.00
2.90,3199.53,99.99,1186.24,600.45,298.36,328.42,313.39,16.202,7.004,1774.02,1774.21,17600.0,5.701,2.400,-0.84,-1.19,0.35,0.00
2.95,3199.29,99.98,1186.23,600.43,298.36,328.42,313.39,16.203,7.004,1774.00,1774.19,17600.0,5.702,2.400,-0.87,-1.16,0.29,0.00
3.00,3199.07,99.97,1186.21,600.42,298.36,328.43,313.39,16.205,7.004,1773.99,1774.17,17600.0,5.702,2.400,-0.90,-1.13,0.23,0.00
3.05,3198.87,99.96,1186.20,600.41,298.36,328.43,313.40,16.206,7.004,1773.98,1774.15,17600.0,5.702,2.400,-0.92,-1.10,0.18,0.00
3.10,3198.68,99.96,1186.19,600.40,298.37,328.43,313.40,16.207,7.003,1773.97,1774.13,17600.0,5.703,2.400,-0.94,-1.07,0.12,0.00
3.15,3198.51,99.95,1186.18,600.39,298.37,328.43,313.40,16.208,7.003,1773.96,1774.11,17600.0,5.703,2.400,-0.96,-1.04,0.07,0.00
3.20,3198.35,99.95,1186.17,600.37,298.37,328.43,313.40,16.209,7.003,1773.95,1774.10,17600.0,5.704,2.400,-0.98,-1.00,0.03,0.00
3.25,3198.20,99.94,1186.16,600.36,298.37,328.43,313.40,16.210,7.003,1773.95,1774.08,17600.0,5.704,2.400,-0.99,-0.97,-0.01,0.00
3.30,3198.07,99.94,1186.15,600.35,298.37,328.44,313.40,16.211,7.003,1773.94,1774.07,17600.0,5.704,2.400,-1.00,-0.94,-0.05,0.00
3.35,3197.95,99.94,1186.14,600.34,298.37,328.44,313.40,16.212,7.003,1773.94,1774.05,17600.0,5.705,2.400,-1.00,-0.91,-0.09,0.00
3.40,3197.85,99.93,1186.13,600.33,298.37,328.44,313.40,16.213,7.003,1773.93,1774.04,17600.0,5.705,2.400,-1.01,-0.88,-0.13,0.00
3.45,3197.75,99.93,1186.12,600.31,298.37,328.44,313.41,16.213,7.003,1773.93,1774.03,17600.0,5.705,2.400,-1.01,-0.85,-0.16,0.00
3.50,3197.67,99.93,1186.11,600.30,298.37,328.44,313.41,16.214,7.003,1773.93,1774.02,17600.0,5.705,2.400,-1.01,-0.82,-0.19,0.00
3.55,3197.60,99.92,1186.11,600.29,298.37,328.44,313.41,16.215,7.003,1773.92,1774.01,17600.0,5.706,2.400,-1.00,-0.79,-0.22,0.00
3.60,3197.54,99.92,1186.10,600.28,298.37,328.44,313.41,16.215,7.003,1773.92,1774.00,17600.0,5.706,2.400,-1.00,-0.76,-0.24,0.00
3.65,3197.48,99.92,1186.10,600.27,298.37,328.44,313.41,16.216,7.003,1773.92,1773.99,17600.0,5.706,2.400,-0.99,-0.73,-0.27,0.00
3.70,3197.44,99.92,1186.09,600.26,298.37,328.44,313.41,16.216,7.003,1773.92,1773.98,17600.0,5.706,2.400,-0.99,-0.70,-0.29,0.00
3.75,3197.41,99.92,1186.09,600.25,298.38,328.44,313.41,16.217,7.003,1773.92,1773.98,17600.0,5.706,2.400,-0.98,-0.67,-0.31,0.00
3.80,3197.38,99.92,1186.08,600.24,298.38,328.44,313.41,16.217,7.003,1773.92,1773.97,17600.0,5.706,2.400,-0.97,-0.64,-0.33,0.00
3.85,3197.36,99.92,1186.08,600.23,298.38,328.44,313.41,16.218,7.003,1773.92,1773.97,17600.0,5.706,2.400,-0.96,-0.61,-0.34,0.00
3.90,3197.35,99.92,1186.08,600.22,298.38,328.44,313.41,16.218,7.003,1773.93,1773.96,17600.0,5.707,2.400,-0.94,-0.59,-0.36,0.00
3.95,3197.35,99.92,1186.07,600.21,298.38,328.44,313.41,16.219,7.003,1773.93,1773.96,17600.0,5.707,2.400,-0.93,-0.56,-0.37,0.00
4.00,3197.35,99.92,1186.07,600.20,298.38,328.44,313.41,16.219,7.003,1773.93,1773.96,17600.0,5.707,2.400,-0.91,-0.53,-0.38,0.00
4.05,3197.36,99.92,1186.07,600.19,298.38,328.44,313.41,16.219,7.003,1773.93,1773.95,17600.0,5.707,2.400,-0.90,-0.51,-0.39,0.00
4.10,3197.37,99.92,1186.07,600.18,298.38,328.45,313.41,16.219,7.003,1773.94,1773.95,17600.0,5.707,2.400,-0.88,-0.49,-0.40,0.00
4.15,3197.39,99.92,1186.07,600.17,298.38,328.45,313.41,16.220,7.003,1773.94,1773.95,17600.0,5.707,2.400,-0.87,-0.46,-0.41,0.00
4.20,3197.41,99.92,1186.07,600.16,298.38,328.45,313.41,16.220,7.003,1773.94,1773.95,17600.0,5.707,2.400,-0.85,-0.44,-0.41,0.00
4.25,3197.43,99.92,1186.07,600.15,298.38,328.45,313.41,16.220,7.003,1773.94,1773.95,17600.0,5.707,2.400,-0.83,-0.42,-0.42,0.00
4.30,3197.46,99.92,1186.07,600.14,298.38,328.45,313.41,16.220,7.003,1773.95,1773.95,17600.0,5.707,2.400,-0.82,-0.39,-0.42,0.00
4.35,3197.49,99.92,1186.07,600.14,298.38,328.44,313.41,16.221,7.003,1773.95,1773.95,17600.0,5.707,2.400,-0.80,-0.37,-0.43,0.00
4.40,3197.53,99.92,1186.07,600.13,298.38,328.44,313.41,16.221,7.003,1773.96,1773.95,17600.0,5.707,2.400,-0.78,-0.35,-0.43,0.00
4.45,3197.56,99.92,1186.07,600.12,298.38,328.44,313.41,16.221,7.003,1773.96,1773.95,17600.0,5.707,2.400,-0.76,-0.33,-0.43,0.00
4.50,3197.60,99.93,1186.07,600.11,298.38,328.44,313.41,16.221,7.003,1773.96,1773.95,17600.0,5.707,2.400,-0.74,-0.31,-0.43,0.00
4.55,3197.64,99.93,1186.07,600.11,298.38,328.44,313.41,16.221,7.003,1773.97,1773.95,17600.0,5.707,2.400,-0.73,-0.29,-0.43,0.00
4.60,3197.68,99.93,1186.07,600.10,298.38,328.44,313.41,16.221,7.003,1773.97,1773.96,17600.0,5.707,2.400,-0.71,-0.28,-0.43,0.00
4.65,3197.73,99.93,1186.07,600.09,298.38,328.44,313.41,16.221,7.003,1773.98,1773.96,17600.0,5.707,2.400,-0.69,-0.26,-0.43,0.00
4.70,3197.77,99.93,1186.07,600.09,298.38,328.44,313.41,16.222,7.003,1773.98,1773.96,17600.0,5.707,2.400,-0.67,-0.24,-0.43,0.00
4.75,3197.81,99.93,1186.08,600.08,298.38,328.44,313.41,16.222,7.003,1773.98,1773.96,17600.0,5.707,2.400,-0.66,-0.22,-0.43,0.00
4.80,3197.85,99.93,1186.08,600.07,298.38,328.44,313.41,16.222,7.003,1773.99,1773.96,17600.0,5.707,2.400,-0.64,-0.21,-0.43,0.00
4.85,3197.90,99.93,1186.08,600.07,298.38,328.44,313.41,16.222,7.003,1773.99,1773.97,17600.0,5.707,2.400,-0.62,-0.19,-0.43,0.00
4.90,3197.94,99.94,1186.08,600.06,298.38,328.44,313.41,16.222,7.003,1773.99,1773.97,17600.0,5.707,2.400,-0.61,-0.18,-0.43,0.00
4.95,3197.98,99.94,1186.08,600.06,298.38,328.44,313.41,16.222,7.003,1774.00,1773.97,17600.0,5.707,2.400,-0.59,-0.17,-0.42,0.00
5.00,3198.03,99.94,1186.09,600.05,298.38,328.44,313.41,16.222,7.003,1774.00,1773.98,17600.0,5.707,2.400,-0.58,-0.15,-0.42,0.00
5.05,3198.07,99.94,1186.09,600.05,298.38,328.44,313.41,16.222,7.003,1774.01,1773.98,17600.0,5.707,2.400,-0.56,-0.14,-0.42,0.00
5.10,3198.11,99.94,1186.09,600.04,298.38,328.44,313.41,16.222,7.003,1774.01,1773.98,17600.0,5.707,2.400,-0.55,-0.13,-0.42,0.00
5.15,3198.15,99.94,1186.09,600.04,298.38,328.44,313.41,16.222,7.003,1774.01,1773.99,17600.0,5.707,2.400,-0.53,-0.12,-0.42,0.00
5.20,3198.19,99.94,1186.09,600.04,298.38,328.44,313.41,16.223,7.003,1774.02,1773.99,17600.0,5.707,2.400,-0.52,-0.10,-0.41,0.00
5.25,3198.22,99.94,1186.10,600.03,298.38,328.44,313.41,16.223,7.003,1774.02,1773.99,17600.0,5.707,2.400,-0.51,-0.09,-0.41,0.00
5.30,3198.26,99.95,1186.10,600.03,298.38,328.44,313.41,16.223,7.003,1774.02,1774.00,17600.0,5.707,2.400,-0.49,-0.08,-0.41,0.00
5.35,3198.30,99.95,1186.10,600.02,298.38,328.44,313.41,16.223,7.003,1774.02,1774.00,17600.0,5.707,2.400,-0.48,-0.07,-0.41,0.00
5.40,3198.33,99.95,1186.10,600.02,298.38,328.44,313.41,16.223,7.003,1774.03,1774.00,17600.0,5.707,2.400,-0.47,-0.06,-0.41,0.00
5.45,3198.36,99.95,1186.10,600.02,298.38,328.44,313.41,16.223,7.003,1774.03,1774.00,17600.0,5.707,2.400,-0.46,-0.06,-0.40,0.00
5.50,3198.39,99.95,1186.11,600.01,298.38,328.44,313.41,16.223,7.003,1774.03,1774.01,17600.0,5.707,2.400,-0.45,-0.05,-0.40,0.00
5.55,3198.42,99.95,1186.11,600.01,298.38,328.44,313.41,16.223,7.003,1774.03,1774.01,17600.0,5.707,2.400,-0.44,-0.04,-0.40,0.00
5.60,3198.45,99.95,1186.11,600.01,298.38,328.44,313.41,16.223,7.003,1774.04,1774.01,17600.0,5.707,2.400,-0.43,-0.03,-0.40,0.00
5.65,3198.47,99.95,1186.11,600.01,298.38,328.44,313.41,16.223,7.003,1774.04,1774.02,17600.0,5.707,2.400,-0.42,-0.02,-0.40,0.00
5.70,3198.50,99.95,1186.11,600.00,298.38,328.44,313.41,16.224,7.003,1774.04,1774.02,17600.0,5.707,2.400,-0.41,-0.01,-0.40,0.00
5.75,3198.52,99.95,1186.12,600.00,298.38,328.44,313.41,16.224,7.003,1774.04,1774.02,17600.0,5.707,2.400,-0.40,-0.01,-0.40,0.00
5.80,3198.54,99.95,1186.12,600.00,298.38,328.44,313.41,16.224,7.003,1774.04,1774.02,17600.0,5.707,2.400,-0.40,-0.00,-0.40,0.00
5.85,3198.56,99.95,1186.12,600.00,298.38,328.44,313.41,16.224,7.003,1774.05,1774.03,17600.0,5.707,2.400,-0.39,0.01,-0.39,0.00
5.90,3198.58,99.96,1186.12,599.99,298.39,328.44,313.41,16.224,7.003,1774.05,1774.03,17600.0,5.707,2.400,-0.38,0.01,-0.39,0.00
5.95,3198.59,99.96,1186.12,599.99,298.39,328.44,313.41,16.224,7.003,1774.05,1774.03,17600.0,5.707,2.400,-0.38,0.02,-0.39,0.00
6.00,3198.61,99.96,1186.12,599.99,298.39,328.44,313.41,16.224,7.003,1774.05,1774.03,17600.0,5.707,2.400,-0.37,0.02,-0.39,0.00
6.05,3198.62,99.96,1186.12,599.99,298.39,328.44,313.41,16.224,7.003,1774.05,1774.03,17600.0,5.707,2.400,-0.36,0.03,-0.39,0.00
6.10,3198.63,99.96,1186.13,599.98,298.39,328.44,313.41,16.225,7.003,1774.05,1774.04,17600.0,5.707,2.400,-0.36,0.04,-0.39,0.00
6.15,3198.64,99.96,1186.13,599.98,298.39,328.44,313.41,16.225,7.003,1774.05,1774.04,17600.0,5.707,2.400,-0.35,0.04,-0.39,0.00
6.20,3198.65,99.96,1186.13,599.98,298.39,328.44,313.41,16.225,7.003,1774.06,1774.04,17600.0,5.707,2.400,-0.35,0.05,-0.40,0.00
6.25,3198.66,99.96,1186.13,599.98,298.39,328.44,313.41,16.225,7.003,1774.06,1774.04,17600.0,5.707,2.400,-0.35,0.05,-0.40,0.00
6.30,3198.66,99.96,1186.13,599.98,298.39,328.44,313.41,16.225,7.003,1774.06,1774.04,17600.0,5.707,2.400,-0.34,0.06,-0.40,0.00
6.35,3198.67,99.96,1186.13,599.98,298.39,328.44,313.41,16.225,7.003,1774.06,1774.05,17600.0,5.707,2.400,-0.34,0.06,-0.40,0.00
6.40,3198.67,99.96,1186.13,599.97,298.39,328.44,313.41,16.226,7.003,1774.06,1774.05,17600.0,5.707,2.400,-0.34,0.06,-0.40,0.00
6.45,3198.68,99.96,1186.13,599.97,298.39,328.44,313.41,16.226,7.003,1774.06,1774.05,17600.0,5.707,2.400,-0.33,0.07,-0.40,0.00
6.50,3198.68,99.96,1186.13,599.97,298.39,328.44,313.41,16.226,7.003,1774.06,1774.05,17600.0,5.707,2.400,-0.33,0.07,-0.40,0.00
6.55,3198.68,99.96,1186.14,599.97,298.39,328.44,313.41,16.226,7.003,1774.06,1774.05,17600.0,5.707,2.400,-0.33,0.08,-0.40,0.00
6.60,3198.68,99.96,1186.14,599.97,298.39,328.44,313.41,16.226,7.003,1774.06,1774.05,17600.0,5.707,2.400,-0.32,0.08,-0.41,0.00
6.65,3198.68,99.96,1186.14,599.97,298.39,328.44,313.41,16.226,7.003,1774.06,1774.05,17600.0,5.707,2.400,-0.32,0.08,-0.41,0.00
6.70,3198.67,99.96,1186.14,599.96,298.39,328.44,313.41,16.227,7.003,1774.06,1774.05,17600.0,5.707,2.400,-0.32,0.09,-0.41,0.00
6.75,3198.67,99.96,1186.14,599.96,298.39,328.44,313.41,16.227,7.003,1774.06,1774.05,17600.0,5.707,2.400,-0.32,0.09,-0.41,0.00
6.80,3198.67,99.96,1186.14,599.96,298.39,328.44,313.41,16.227,7.003,1774.06,1774.05,17600.0,5.707,2.400,-0.32,0.10,-0.41,0.00
6.85,3198.66,99.96,1186.14,599.96,298.39,328.44,313.41,16.227,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.32,0.10,-0.42,0.00
6.90,3198.66,99.96,1186.14,599.96,298.39,328.44,313.41,16.227,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.32,0.10,-0.42,0.00
6.95,3198.65,99.96,1186.14,599.96,298.39,328.44,313.41,16.228,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.11,-0.42,0.00
7.00,3198.64,99.96,1186.14,599.96,298.39,328.44,313.41,16.228,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.11,-0.42,0.00
7.05,3198.64,99.96,1186.14,599.95,298.39,328.44,313.41,16.228,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.11,-0.43,0.00
7.10,3198.63,99.96,1186.14,599.95,298.39,328.44,313.41,16.228,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.12,-0.43,0.00
7.15,3198.62,99.96,1186.14,599.95,298.39,328.44,313.41,16.228,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.12,-0.43,0.00
7.20,3198.61,99.96,1186.14,599.95,298.39,328.44,313.41,16.228,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.12,-0.43,0.00
7.25,3198.60,99.96,1186.14,599.95,298.39,328.44,313.41,16.229,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.13,-0.44,0.00
7.30,3198.59,99.96,1186.14,599.95,298.39,328.44,313.41,16.229,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.13,-0.44,0.00
7.35,3198.58,99.96,1186.14,599.95,298.39,328.44,313.41,16.229,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.13,-0.44,0.00
7.40,3198.57,99.96,1186.14,599.95,298.39,328.44,313.41,16.229,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.14,-0.45,0.00
7.45,3198.57,99.96,1186.14,599.95,298.39,328.44,313.41,16.229,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.14,-0.45,0.00
7.50,3198.56,99.95,1186.14,599.94,298.39,328.44,313.41,16.230,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.14,-0.45,0.00
7.55,3198.55,99.95,1186.14,599.94,298.39,328.44,313.41,16.230,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.15,-0.45,0.00
7.60,3198.53,99.95,1186.14,599.94,298.39,328.44,313.41,16.230,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.15,-0.46,0.00
7.65,3198.52,99.95,1186.14,599.94,298.39,328.44,313.41,16.230,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.15,-0.46,0.00
7.70,3198.51,99.95,1186.14,599.94,298.39,328.44,313.41,16.230,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.15,-0.46,0.00
7.75,3198.50,99.95,1186.14,599.94,298.39,328.44,313.41,16.231,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.16,-0.46,0.00
7.80,3198.49,99.95,1186.14,599.94,298.39,328.44,313.41,16.231,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.16,-0.47,0.00
7.85,3198.48,99.95,1186.14,599.94,298.39,328.44,313.41,16.231,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.16,-0.47,0.00
7.90,3198.47,99.95,1186.14,599.93,298.39,328.44,313.41,16.231,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.17,-0.47,0.00
7.95,3198.46,99.95,1186.14,599.93,298.39,328.44,313.41,16.231,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.17,-0.48,0.00
8.00,3198.45,99.95,1186.14,599.93,298.39,328.44,313.41,16.231,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.31,0.17,-0.48,0.00
8.05,3198.44,99.95,1186.14,599.93,298.39,328.44,313.41,16.232,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.30,0.18,-0.48,0.00
8.10,3198.43,99.95,1186.14,599.93,298.39,328.44,313.41,16.232,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.30,0.18,-0.48,0.00
8.15,3198.42,99.95,1186.14,599.93,298.39,328.44,313.41,16.232,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.30,0.18,-0.49,0.00
8.20,3198.41,99.95,1186.14,599.93,298.39,328.44,313.41,16.232,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.30,0.18,-0.49,0.00
8.25,3198.40,99.95,1186.14,599.93,298.39,328.44,313.41,16.232,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.30,0.19,-0.49,0.00
